Company Name,Sector,Stage,Amount,Location,Funding Year,Founded,Investor
MetaMerphoSys,Insurance technology,Pre series A,,Pune,2020,2016.0,Good Capital
Rooter,Gaming,Pre series A,1700000.0,Delhi,2020,2016.0,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital"
Aker Foods,Foodtech & Logistics,,,Pune,2020,2019.0,Mumbai Angels Network
Sascan Meditech pvt ltd,Healthtech,,,Kerala,2020,2015.0,Unicorn India Ventures
DailyHunt,Media,,35600000.0,,2020,2009.0,Lupa India
Pratilipi,Media,Series C,9400000.0,Bangalore,2020,2014.0,Tencent
Biryani By Kilo,Food,Series B,790000.0,Delhi,2020,,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi"
Consure Medical,Healthtech,,480000.0,Delhi,2020,,"Accel Partners, Jungle Ventures"
Servify,,,250000.0,Mumbai,2020,,Barkawi
Tessol,Logistics,Series A,160000.0,Mumbai,2020,,1Funds Domestic Scheme
Remedo,Healthtech,Pre series A,,Noida,2020,,RiverRock Ventures
News Reach,Media,,,Ahmedabad,2020,2018.0,Mumbai Angels Network
RoomSoom,Housing,,,Noida,2020,2016.0,Mumbai Angels Network
Pedagogy,Edtech,,400000.0,,2020,2015.0,Inflection Point Ventures
Classplus,Edtech,Series B,8200000.0,Delhi,2020,2008.0,RTP Global
Medlife,Pharmaceutical,,15500000.0,Bangalore,2020,2014.0,Hero Fincorp
Qin1,Edtech,,,Noida,2020,,Venture Catalysts
MYSUN,Tech,Pre series A,4257000.0,Delhi,2020,2015.0,Undisclosed
ShopX,Ecommerce,,1410000.0,Bangalore,2020,2015.0,Li and Fung
Sarva,Yoga & wellness,,,,2020,,"Mantra Capital, Patni Family"
Expertrons,AI,Seed Round,,Mumbai,2020,,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital"
NewsBytes,Digital Media,Series A,1500000.0,Gurugram,2020,,North Base Media
Wagonfly,,,500000.0,Bangalore,2020,2018.0,Investment Trust of India
NIRA,Fintech,Pre series A,2100000.0,,2020,2018.0,Angel investors
Convosight,Data Analytics,Pre series A,4000000.0,Hyderabad,2020,2019.0,"IvyCap Ventures, Sequoia Capital"
Fittr,Fitness,,2000000.0,Pune,2020,,"Sequoia Capital Surge, Better Capital"
AsknBid,Investment Tech,,,Bangalore,2020,2018.0,Ravikanth Reddy & Mumbai Angel Network
Bira91,Beverage,Series C,20000000.0,Bangalore,2020,2015.0,"Sequoia Capital, Sofina"
Finaureus Technologies,Fintech,Pre series A,,Pune,2020,2017.0,Pinetree Capital
Daily Ninja,Ecommerce,,349800.0,Haryana,2020,2014.0,Big Basket
Guvi Geek Network Pvt Ltd,Edtech,Pre series A,786000.0,Chennai,2020,2014.0,Education Catalyst Fund
LoadShare,Logistics,Series B,2004000.0,Bangalore,2020,2017.0,CDC Group
Vedantu,Edtech,Series C,6800000.0,Bangalore,2020,,KB Global Platform Firm
Indusface,IT,,5000000.0,,2020,2004.0,Tata Capital Growth Fund II
DMI Group,Financial Services,,123000000.0,Delhi,2020,2008.0,NXC Corporation
Spintly,IoT,Pre series A,248000.0,Goa,2020,2017.0,Saltwater Venture Sparks
Credr,Automobile,,,Mumbai,2020,2014.0,Stride Ventures
Bijak,Agritech,Series A,12000000.0,Gurugram,2020,,RTP Global
Bugworks,Biopharma,,7500000.0,Bangalore,2020,2014.0,"University of Tokyo Edge Capital, Global Brain Corporation"
DrinkPrime,,Seed Round,,Bangalore,2020,,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque"
Yap,Fintech,Series A,4500000.0,Chennai,2020,,BeeNext
UzhavarBumi,Dairy,,,Tamil Nadu,2020,2017.0,Angel Network
Tattva,Beauty & wellness,,150000.0,Delhi,2020,2018.0,"Sukhbir Singh, Rakhee Singal"
Pariksha,Edtech,Pre series A,,Pune,2020,2015.0,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia"
DailyHunt,Media,,24000000.0,,2020,,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Real Estate,,30000000.0,Bangalore,2020,2014.0,General Atlantic
Box8,Foodtech,,4000000.0,Mumbai,2020,2011.0,"IIFL Seed Ventures Fund, Menlo park"
Capital Float,Fintech,,15000000.0,Bangalore,2020,2013.0,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
Capital Float,Fintech,,15000000.0,Bangalore,2020,2013.0,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
ITILITE,Travel & SaaS,Series B,13000000.0,Bangalore,2020,,"Greenoaks Capital, Vy Capital. Matrix Partners India"
Morning Context,Digital Media,Seed Round,,,2020,,Angel investors
Aavenir,SaaS,Seed Round,2000000.0,Ahmedabad,2020,2019.0,Accel
Savvy Co op,Healthcare,,,,2020,,Indie VC
BLive,Tourism & EV,Pre series A,,,2020,2018.0,Mumbai Angels Network
Yellow Messenger,AI,Series B,20000000.0,Bangalore,2020,,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,Media Tech,,400000.0,,2020,,Inflection Point Ventures
Ewar,Gaming,,200000.0,Bangalore,2020,,"Jindal Steels, Jeet Banerjee"
Setu,Fintech,Series A,14259000.0,,2020,,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,Healthtech,Pre series A,4000000.0,Bangalore,2020,,Saama Capital
Power Gummies,Health,,,Delhi,2020,2018.0,Venture Catalysts
Locale ai,Location Analytics,,,Bangalore,2020,2019.0,Better Capital
FarEye,Logistics,Series D,24500000.0,Delhi,2020,,"M12, Honeywell venture capital, Eight Roads Venture"
Rebel Foods,Food tech,,50000000.0,,2020,,Coatue Management
BankBazaar,Fintech,Series D,3800000.0,Chennai,2020,2008.0,"Amazon, Sequoia, Walden SKT Venture Fund"
Porter,Logistics,Series D,18370000.0,Mumbai,2020,2014.0,Lightstone Global Funds
SugarBox,Tech,,68525000.0,Mumbai,2020,,Zee Entertainment Enterprises Limited
Capital Float,Fintech,Series F,4800000.0,Bangalore,2020,2013.0,"Amazon Inc`, Dinesh J Hinduja"
Big Basket,E store,,60000000.0,Bangalore,2020,,Alibaba Holdings
Amica,Fintech,,2000000.0,,2020,,"Hummingbird Ventures, Bedrock Capital"
Vedantu,Edtech,Series C,12500000.0,Bangalore,2020,,Legend Capital
Fingerlix,Food,,1834000.0,,2020,2016.0,"Accel, Zephyr Peacock, Swiggy, RB Investments."
Plop,Tech,Angel Round,,Mumbai,2020,,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi"
Zupee,Gaming,Series A,8000000.0,,2020,2018.0,Matrix Partners
DeHaat,Agritech,Series A,12000000.0,,2020,2012.0,Sequoia Capital India
Lido Learning,Edtech,Series B,7500000.0,Mumbai,2020,,Bace Capital
Aye Finance,Fintech,,23850000.0,Gurugram,2020,2014.0,Undisclosed
Swiggy,Foodtech,Series A,43000000.0,Bangalore,2020,2014.0,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
Akna Medical,Healthtech,,7000000.0,,2020,2018.0,LGT Lightstone Aspada
Zomato,Foodtech,,5000000.0,Gurugram,2020,,Pacific Horizon
RaRa Delivery,Logistics,Seed Round,800000.0,,2020,,"Der Shing Lim, 500 startups"
JusPay,Fintech,Series B,21600000.0,Bangalore,2020,,Vostok Emerging Finance
Obviously AI,Data Science,,,,2020,2018.0,Arka Venture Labs
Fingpay,Fintech,Series A,3500000.0,Mumbai,2020,2016.0,IvyCap Ventures
Recko,SaaS,Series A,6000000.0,Bangalore,2020,2017.0,Vertex Ventures
Furlenco,Ecommerce,,10000000.0,Bangalore,2020,2012.0,"Chowdry Associates, Lightbox"
Mera Cashier,Fintech,,150000.0,Noida,2020,2019.0,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg"
Kitchens Centre,,Seed Round,500000.0,Delhi,2020,2019.0,AngelList India
Camp K12,Edtech,Seed Round,4000000.0,Gurugram,2020,,"Matrix Partners, SAIF Partners"
MedGenome,Healthtech,Series D,55000000.0,Bangalore,2020,2013.0,LeapFrog Investments
Ergos,Agritech,,4598000.0,Bangalore,2020,,Aavishkar Capital
Nykaa,Ecommerce,,13137000.0,Mumbai,2020,2012.0,Steadview capital
Samadhan,Insurance,Seed Round,,Delhi,2020,2018.0,Venture Catalysts
SaScan,Healthcare,,,Bangalore,2020,,Unicorn India ventures
Lido Learning,Edtech,,3000000.0,Mumbai,2020,,"Pecus Capital, Madhur Deora"
CureFit,Health and Fitness,Series D,115000000.0,Bangalore,2020,2016.0,Temasek
Nimesa,SaaS,,,Bangalore,2020,2018.0,Ideaspring capital
Design X,IoT,Seed Round,200000.0,Noida,2020,,ThinkNext LLC
Driftly Electric,Automobile,,,Bangalore,2020,,MG Motor India
Imstrong,Fitness,Seed Round,400000.0,Bangalore,2020,2019.0,Rainmatter
Craftsvilla,Marketplace,,3900000.0,Mumbai,2020,,Supera Investments
Rupifi,Fintech,Pre seed round,,Bangalore,2020,2020.0,"Ashneer Grover, Kunal Shah, Ramakant Sharma"
SnackAmor,Food,Seed Round,,Mumbai,2020,,Undisclosed
Zealthy,Healthtech,Seed Round,,Bangalore,2020,2019.0,"KYT Ventures, First Cheque, AngelList"
CoinDCX,Fintech,Series A,3000000.0,,2020,,"Polychain Capital, Bain Capital Ventures, HDR Group"
NuNu TV,Media,,670000.0,,2020,,Risers Accelerators
QTalk,Technology,Seed Round,1600000.0,Bangalore,2020,,"Accel India, Lightspeed Venture Partners"
Shadez,Interior & decor,Seed Round,100000.0,Mumbai,2020,2018.0,Inflection Point Ventures
Excess2Sell,Ecommerce,,1000000.0,Mumbai,2020,,Gautham Madhavan
Stanplus,Healthtech,Pre series A,1500000.0,Hyderabad,2020,2016.0,Pegasus FinInvest
Pitstop,Automobile,Series A,2500000.0,Bangalore,2020,,TPG-backed Group Landmark
Univariety,Edtech,,1100000.0,Hyderabad,2020,2015.0,Info Edge
Peel Works,SaaS,"Series C, D",42.23,Mumbai,2020,2010.0,CESC Ventures
CoreStack,Technology,Series A,8500000.0,Chennai,2020,2016.0,Naya Ventures
Vivriti Capital,Fintech,Series B,50000000.0,Chennai,2020,2017.0,LGT Lightstone Aspada
Agnikul,Spacetech,Pre series A,3148000.0,Chennai,2020,,pi Ventures
Fintso,Fintech,,2600000.0,,2020,2020.0,"Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta"
Khatabook,Fintech,,,Bangalore,2020,,Mahendra Singh Dhoni
Smart Coin,Fintech,Series A,7000000.0,,2020,2015.0,LGT LightstoneAspada
ZunRoof,Cleantech,Series A,3000000.0,Gurugram,2020,2016.0,Godrej Investments
Shop101,Social e-commerce,Series C,3900000.0,,2020,2015.0,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital"
OM Bhakti,FMCG,Seed Round,,Bangalore,2020,,Venture Catalysts
Lal10,B2B,,1100000.0,Uttar Pradesh,2020,2016.0,Sorenson Impact
Anaxee Digital Runner,Tech,,,Indore,2020,2016.0,Orios Venture Partners
CollegeKhabri,Edtech,,,Bhopal,2020,2019.0,Vishal Dixit
Ola Electric,eMobility,,1000000.0,Bangalore,2020,,Pawan Munjal Family Trust Fund
Multi Living,Real Estate,,6000000.0,Mumbai,2020,,Lodha Ventures
FamPay,Fintech,Seed Round,4700000.0,Bangalore,2020,,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital"
UnboxRobotics Labs,Automation tech,Seed Round,500000.0,Bangalore,2020,,"Arali Ventures, CIIE.CO"
Karbon Card,Fintech,Seed Round,2000000.0,Bangalore,2020,,"Kunal Shah, Amrish Rau, Jitendra Gupta"
Airmeet,Media & Networking,,3000000.0,Bangalore,2020,,Accel India
Innerchef,Foodtech,,1000000.0,Gurgaon,2020,,Mistletoe
Epigamia,FMCG,Series C,2558000.0,Mumbai,2020,2015.0,KA Enterprise
StyleNook,Ecommerce,,,Mumbai,2020,,"Lead Angels Network, Stanford Angels"
Callido Learning,Edtech,,,Mumbai,2020,,Education Catalyst Fund
Soxytoes,Ecommerce,,,Delhi,2020,,Angel network
F5,E-market,Seed Round,,Delhi,2020,2018.0,LetsVenture investors
Paper Boat,Food & Beverages,,4049500.0,Bangalore,2020,2013.0,"Advent Management, A91 Emerging Fund, Trifecta Venture"
Strata,Proptech,Seed Round,1500000.0,Bangalore,2020,2019.0,"SAIF Partners, Mayfield India"
Salesken,AI & Data science,Series A,8000000.0,Bangalore,2020,,Sequoia India
Arya,Agritech,Series B,6000000.0,Noida,2020,,LGT Lightstone Aspada
Leap Finance,Fintech,,5500000.0,Bangalore,2020,,Sequoia India
Sleepy Owl,Beverages,,,Delhi,2020,2016.0,Rukam Capital
Tricog,Healthtech,Series B,10500000.0,Bangalore,2020,2015.0,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund"
GogoBus,Travel tech,,,Delhi,2020,,Ixigo
Trell,Social e-commerce,Pre series A,4000000.0,Bangalore,2020,2016.0,"Sequoia’s Surge, Fosun RZ"
Spaciya Consultants,Real Estate,Pre series A,500000.0,Noida,2020,,Alok Garg
Bounce,Automotive and Rentals,,6500000.0,Bangalore,2020,2014.0,InnoVen Capital
Neeman,Ecommerce,Pre series A,1000000.0,,2020,2017.0,Anicut Angel Fund
Chqbook,Fintech,Series A,5000000.0,Gurugram,2020,2017.0,Aavishkaar Capital
SMEcorner,Fintech,Series B,30000000.0,Mumbai,2020,2014.0,Paragon Partners
Oda Class,Edtech,Pre series A,,Bangalore,2020,,Yuanfudao
Spinny,E-tail,Series B,43700000.0,Haryana,2020,2015.0,"Nandan Nilekani, Sanjeev Aggarwal"
goStops,Accomodation,,,Delhi,2020,2012.0,Atraxn Partners.
Umeed Housing,Fintech,Series D,23000000.0,Haryana,2020,,Morgan Stanley Private Equity Asia
Vogo,Automotive,Series C,20000000.0,Bangalore,2020,2016.0,Lightstone Aspada
Flick Stree,AI & Media,Series A,3000000.0,Mumbai,2020,,Samsung Venture Investment
Qure ai,Healthtech,,16000000.0,Mumbai,2020,2016.0,Sequoia India
MinionLabs,Machine Learning,,,Bangalore,2020,,Indian Angel Network
Josh Talks,Media,Pre series A,1500000.0,Haryana,2020,2015.0,Media Development Investment Fund
PhoneParLoan,Fintech,,,Delhi,2020,2015.0,Accelerator MOX
RailYatri,Travel,,13800000.0,Noida,2020,2011.0,"Nandan Nilekani, Samsung Venture Investment Corporation"
AjnaLens,Deeptech,Pre series A,1500000.0,Thane,2020,2014.0,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)"
Pepper,Content Marktplace,Seed funding,306900.0,Mumbai,2020,2017.0,"Kunal Bahl, Rohit Bansal"
Rupeek,Fintech,,30000000.0,Bangalore,2020,2015.0,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners"
iMerit,IT,Series B,20000000.0,Kolkata,2020,2012.0,CDC Group Plc
BharatPe,Fintech,Series C,75000000.0,Delhi,2020,2018.0,Ribbit Capital
Invideo,Visual Media,,2500000.0,,2020,,Sequoia Capital’s Surge
AvalonMeta,Edtech,,420000.0,,2020,2017.0,Peerplays
Near Store,Ecommerce,Seed Round,300000.0,Mumbai,2020,,Sauce.vc
ElecTorq,Automobile,,,Delhi,2020,,AdvantEdge
Prayaan Capital,Fintech,Seed Round,1200000.0,Chennai,2020,,Accion Venture Lab
Sanfe,Hygiene,Pre series A,1100000.0,Delhi,2020,,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital"
Go Desi,Foodtech,Seed Round,627300.0,Delhi,2020,2018.0,Rukam Capital
Swiggy,Foodtech,Series A,113000000.0,Bangalore,2020,2014.0,Prosus N.V
Whatfix,SaaS,Series C,32000000.0,Banglore,2020,2014.0,Sequoia Capital India
Unacademy,Edtech,Series E,110000000.0,Bangalore,2020,2010.0,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures"
Zvesta,Proptech,,5500000.0,Gurugram,2020,2015.0,Hindustan Media Ventures
Dunzo,Logistics,,11000000.0,Bangalore,2020,2014.0,Alteria Capital
Digit Insurance,Insurtech,,340000.0,Bangalore,2020,,"Virat Kohli, Anushka Sharma"
Yolo,Transport,Seed funding,600000.0,Gurugram,2020,2019.0,Undisclosed
SmartVizX,VR & SaaS,Pre series A,1397000.0,,2020,2015.0,Rockstud Capital
MaxWholesale,Ecommerce,Series A,3000000.0,Delhi,2020,2016.0,"IAN Fund-I,  Al Falaj Investment Company (AFI)"
Carbon Clean,Cleantech,,16000000.0,,2020,2009.0,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation."
Onsitego,Sales & Services,Series B,19000000.0,,2020,,Zodius Growth Fund
Genius Corner,Edtech,,250000.0,Noida,2020,2014.0,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats"
PlanetSpark,Edtech,,448500.0,Gurugram,2020,2016.0,"Indian Angel Network, Lead Angels, Hyderabad Angels"
CamCom,AI & Deep learning,,,Bangalore,2020,2017.0,"Triton Investment Advisors,"
Simsim,Social Commerce,Series B,8000000.0,Bangalore,2020,,"Accel Partners, Shunwei Capital, Good Capital"
Shuttl,Transport,Series C,7975700.0,Delhi,2020,2015.0,SIG Global India Fund
HooLiv,Housing & Rentals,,,Delhi,2020,,Kolte-Patil Family Office
ClassMonitor,Edtech,,,Indore,2020,,Ashwin Khorana
Friyey,Co-working,,,Pune,2020,,Tarun Bhalla
Oga,Fitness,,330000.0,Bangalore,2020,,Inflection Point Ventures
Big Basket,Estore,,3500000.0,Bangalore,2020,,Trifecta Capital
CYFIRMA,SaaS,Series A,,Bangalore,2020,,Z3 Partners
Innoviti,,,5000000.0,Bangalore,2020,,FMO
Paytm money,Fintech,,5600000.0,Bangalore,2020,2010.0,One97 Communications
Vedantu,Edtech,Series C,24000000.0,Bangalore,2020,,GGV Capital
Yap,Fintech,,1402000.0,Chennai,2020,,"Amrish Rau, Kunal Shah, Jitendra Gupta"
Clover,Agritech,Series A,5500000.0,Bangalore,2020,,"Omnivore, Accel Partners, Mayfield"
Nova Credit,Fintech,Series B,50000000.0,,2020,,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst."
CodingNinjas,Edtech,Series A,5200000.0,Delhi,2020,2016.0,Info Edge Ltd
Furlenco,Ecommerce,Series C,2200000.0,Bangalore,2020,2011.0,Chowdry Associates
Brick&Bolt,,Pre series A,1500000.0,Bangalore,2020,2018.0,Surge
HempStreet,Healthtech,Pre series A,1000000.0,,2020,2019.0,Pharmacon Holdings
MoEngage,Marketing,Series C,25000000.0,Bangalore,2020,,Eight Roads Ventures
Classplus,Edtech,Pre series A,2500000.0,,2020,2018.0,"Blume Ventures, Sequoia"
Chaayos,Beverages,,21500000.0,,2020,2012.0,Think Investment
PetPooja,SaaS,,2000000.0,Ahmedabad,2020,2011.0,Udaan
Altor,Tech,,,,2020,,Venture Catalysts
Pepperfry,E-market,Series F,40000000.0,Mumbai,2020,2013.0,Pidilite Industries
FirstCry,E-market,Series E,296000000.0,Pune,2020,2010.0,Softbank’s Vision Fund
Byju,Edtech,,200000000.0,,2020,2011.0,General Atlantic
Byju,Edtech,,200000000.0,,2020,2011.0,Tiger Global
Waycool,Agritech,Series C,32000000.0,Chennai,2020,2015.0,LightBox Ventures
WorkIndia,HR tech,,6000000.0,,2020,,Xiaomi
Qyuki,Media,,3500000.0,Mumbai,2020,,Info Edge Venture Fund
Leap India,Agritech,Series B,30000000.0,Coimbatore,2020,,Neev Fund
Picxy,Media,,250000.0,Hyderabad,2020,,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
Krimanshi,Agritech,,20000.0,Jodhpur,2020,,Arunachal Pradesh Social Entrepreneurship Meet
NEETprep,Edtech,,,Delhi,2020,,IndiaQuotient
Dot Pvt. Ltd,Fintech,Seed Round,8000000.0,Gurugram,2020,,"PayU, Fosun RZ Capital"
Kuku FM,Media,Series A,5500000.0,Mumbai,2020,,Vertex Ventures
SuperMoney,Fintech,Pre series A,1000000.0,Mumbai,2020,2018.0,Unitus Ventures.
Rebel Foods,Food tech,,4900000.0,,2020,,Alteria Capital
AlphaVector,E tailor,,,Bangalore,2020,2015.0,"Avaana Capital, Titan Capital"
Fox Capital,Fintech,,2500000.0,Jaipur,2020,2019.0,Institutional Investors
Tribe Theory,Accomodation,,3500000.0,Bangalore,2020,,Tim Draper
Fleetx,SaaS,Series A,1402400.0,,2020,,Beenext
Embibe,Edtech,,12618300.0,Mumbai,2020,,Reliance Industries Limited (RIL)
Entri,Edtech,Seed Round,1400000.0,Kochi,2020,2017.0,Good Capital
Oye! Rickshaw,E-mobility,Series A,10000000.0,,2020,,Chiratae Ventures
Seal Professional,Edtech,Pre series A,,Bangalore,2020,2012.0,Equanimity Ventures
Sprinng Foods,Food,,,Mumbai,2020,,"Mistletoe, Info Edge Asia"
1MG,Healthtech,,9900000.0,Gurugram,2020,2015.0,Bill & Melinda Gates Foundation
Aagey,Fintech,,,Bangalore,2020,,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain"
Doubtnut,Edtech,Series A,15000000.0,Gurugram,2020,2017.0,Tencent
AdonMo,Ad-tech,,3000000.0,Bangalore,2020,2017.0,Ant Financial
RACEnergy,E-mobility,Seed Round,,,2020,2018.0,"GrowX ventures, Prophetic Ventures"
BharatPe,Fintech,,100000000.0,Delhi,2020,2018.0,Coatue Management
Kisan Network,Agritech,Seed Round,3000000.0,Gurugram,2020,2015.0,Atsushi Taira
Vogo,Automotive,Series C,35000000.0,Bangalore,2020,2016.0,Lightstone Aspada
Yolo,Transport,Seed Round,600000.0,Gurugram,2020,2019.0,Undisclosed
Unotech,SaaS,,2000000.0,Mumbai,2020,2011.0,Manish Choksi
Zetwerk,Marketplace,,2200000.0,Bangalore,2020,2018.0,InnoVen capital
CureSkin,Healthtech,,500000.0,Bangalore,2020,2017.0,SenseAI Ventures
WizKlub,Edtech,Seed Funding,982530.0,Bangalore,2020,2018.0,Incubate Fund India
Interviewbit,Edtech,Series A,200000000.0,Pune,2020,2014.0,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)"
MoneyTap,Fintech,Series B,70185200.0,,2020,2016.0,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
Uniplatform Tech,SaaS,,,Delhi,2020,2015.0,"Frontline Strategy Finds, SucSEED Venture Partners LLP"
INdwealth,Fintech,Series C,12000000.0,Gurugram,2020,,"Tiger Global, Steadview Capital, DF International Private Partners"
Bizongo,Marketplace,Series C,30000000.0,Mumbai,2020,2015.0,Schroder Adveq
AppsFlyer,SaaS,Series D,210000000.0,Bangalore,2020,2011.0,General Atlantic
Digit Insurance,Insurtech,,84000000.0,Bangalore,2020,,"A91 Partners, Faering Capital, TVS Capital"
Livspace,Interior Design,Series D,60000000.0,Bangalore,2020,2014.0,"Tahoe Investment Group, Mercer Investment"
GetVantage,Fintech,Seed Round,,Mumbai,2020,,"Samyakth Capital, Venture Catalysts"
Konfinity,Edtech,,,Noida,2020,2018.0,Angel investors
Pine Labs,Fintech,,,Noida,2020,,Mastercard
Instoried,SaaS,,,Delhi,2020,,"SOSV, Chinaccelerator"
Nupay,Neo-banking,,,Haryana,2020,,Venture Catalysts
LogiNext,Transport Automation,Series B,39000000.0,,2020,,"Tiger Global, Steadview Capital"
Samosa Singh,Food,Series A,2700000.0,Bangalore,2020,2016.0,She Capital
Crysta,Healthtech,Pre Series A,1403400.0,Delhi,2020,2018.0,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
Eupheus Learning,Edtech,Series A,4300000.0,New Delhi,2020,2017.0,Yuj Ventures
Bounce,Automotive and Rentals,Series D,105000000.0,Bangalore,2020,2014.0,"Accel Partners, B Capital"
Park+,Techonology,,11000000.0,,2020,,"Sequoia Capital, Matrix Partners India"
Goodmylk,Dairy,Seed Round,400000.0,Bangalore,2020,2017.0,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
SmartKarrot,SaaS,,1000000.0,,2020,2019.0,Angel investors
Skylo,IoT,Series B,103000000.0,,2020,2017.0,SoftBank Group
Tea Trunk,Beverage,,220000.0,Goa,2020,2013.0,Angel investors
Zoomcar,Transport & Rentals,Series D,30000000.0,Bangalore,2020,2013.0,Sony Innovation Fund
Mera Cashier,Fintech,Seed Round,250000.0,Noida,2020,2019.0,"Amit Singal, Manish Aggarwal"
Samya AI,SaaS,Seed Round,6000000.0,,2020,2019.0,Sequoia India
Kristal AI,AI,Series A,6000000.0,,2020,2016.0,Chiratae Ventures
Invento Robotics,AI Robotics,Seed Round,281300.0,,2020,,"Windrose Capital, ITI Growth Opportunities Venture Fund"
Zimyo,HR tech,,,Gurugram,2020,2018.0,Yatra Angel Network (YAN)
Sabse Sasta Dukaan,Pharmaceutical,,,Kolkata,2020,2016.0,Angel investors
Fitphilia,Healthtech,,,Mumbai,2020,,Angel investors
Medicus,Healthtech,,12700.0,Mumbai,2020,,Angel investors
Monech,Fintech,Seed Round,12700.0,Mumbai,2020,,Angel investors
Teach Us,Edtech,Seed Round,12700.0,,2020,,Angel investors
Dealberg,B2B marketplace,,,Bangalore,2020,,Undisclosed
Phenom People,HR tech,Series C,30000000.0,,2020,2010.0,WestBridge Capital
Extra Edge,Edtech,Pre Series A,700000.0,Pune,2020,,"Sprout Venture Partners, Indian Angel Network"
Capital Quotient,Fintech,,600000.0,Bangalore,2020,2016.0,Undisclosed
Karfa,Ecommerce,Seed Round,25000.0,Delhi,2020,,Undisclosed
Gamerji,Gaming,,400000.0,,2020,2019.0,La Gajjar Group
Bounce,Automotive and Rentals,Series D,97500000.0,Bangalore,2020,2014.0,"Accel Partners, B Capital"
Zinier,Automation,Series C,90000000.0,Bangalore,2020,2015.0,ICONIQ Capital
ProEves,Preschool Daycare,Seed Round,507000.0,Delhi,2020,2016.0,1Crowd
Toddle,,,,Bengaluru,2020,,Matrix Partners India
Aesthetic Nutrition,Food diet,Pre Series A,,,2020,2018.0,DSG Consumer Partners
Ninjacart,B2B Agritech,Series C,10000000.0,Bangalore,2020,2015.0,"Flipkart India, Singapore-based GEC3"
TechnifyBiz,B2B Agritech,Seed Round,2000000.0,,2020,2017.0,"Omnivore, Insitor Impact Asia Fund"
Wysh,E-connect,Series A,2000000.0,Hyderabad,2020,2019.0,Kalaari Capital
Keito,AI,Seed Round,160000.0,Pune,2020,2016.0,Suma Soft Pvt Ltd
Klub,Fintech,Pre seed round,2000000.0,,2020,2019.0,Sequoia Surge
Aadhar,Ecommerce,Seed Round,,Mumbai,2020,2017.0,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
IncubateHub,Tech hub,,,Bengaluru,2020,,Venture Catalysts
Rage Coffee,FMCG,,,Delhi,2020,,Refex Capital
Skilancer,Technology,,,Noida,2020,,Venture Catalysts
Harappa Education,Edtech,,,New Delhi,2020,,James Murdoch-led Lupa Systems
Rheo,Entertainment,,2000000.0,,2020,,"Lightspeed Venture Partners, Sequoia Surge"
Axio Biosolutions,Medtech,Series B,5200000.0,Bangalore,2020,,Omidyar Network India
Techbooze,Consultancy,Series A,15000000.0,,2020,,Space Capital
PayMart,Fintech,,,Chandigarh,2020,2015.0,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network"
Testbook,Edtech,Series B,8400000.0,,2020,,Iron Pillar
FabAlley,Ecommerce,,1100000.0,Noida,2020,2012.0,Trifecta Capital
HaikuJAM,,,3400000.0,,2020,,"Lightbox. Social Capital, Dunce Capital"
Mamaearth,Ecommerce,Series A,18300000.0,,2020,,Sequoia India
